code;label-en_US;label-fr_FR;allowed_extensions;auto_option_sorting;available_locales;date_max;date_min;decimals_allowed;default_metric_unit;description-en_US;description-fr_FR;group;localizable;max_characters;max_file_size;metric_family;minimum_input_length;negative_allowed;number_max;number_min;reference_data_name;scopable;sort_order;type;unique;useable_as_grid_filter;validation_regexp;validation_rule;wysiwyg_enabled
sku;UNIQUE ID;;;;;;;;;Primary ID code used within PCMT.;;other;0;;;;;;;;;0;1;pim_catalog_identifier;1;1;;;
